work_item_id,ea_id,symbol,phase,data_window_start,data_window_end,comparable_pass_sibling_count,estimated_tester_minutes,priority_policy,ram_class_policy,append_only_command
5a1961e4-6372-4910-a99e-61efffe1a9e4,QM5_11298,USDJPY.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 5a1961e4-6372-4910-a99e-61efffe1a9e4 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
4acff9b5-524c-40fb-ac81-64d99db497ec,QM5_11392,GBPUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 4acff9b5-524c-40fb-ac81-64d99db497ec --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
d34ab488-c2d5-44aa-913e-9322ca5f4efa,QM5_11396,AUDUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of d34ab488-c2d5-44aa-913e-9322ca5f4efa --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
f0161372-0097-4001-9b18-92bcadbfaf66,QM5_11457,AUDUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of f0161372-0097-4001-9b18-92bcadbfaf66 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
056e4b68-6e68-436e-8bae-683938c8100b,QM5_11503,GBPUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 056e4b68-6e68-436e-8bae-683938c8100b --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
bfc0f719-ca25-4a31-81ee-7e56f0c164f3,QM5_11625,GBPUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of bfc0f719-ca25-4a31-81ee-7e56f0c164f3 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
fa7744b8-3251-45b5-a9e6-6905c6bf50b5,QM5_11898,AUDJPY.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of fa7744b8-3251-45b5-a9e6-6905c6bf50b5 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
b9e0b1c6-673f-40d0-bfe8-6040af48afe5,QM5_11898,EURJPY.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of b9e0b1c6-673f-40d0-bfe8-6040af48afe5 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
a2b5f6e2-1e61-44a8-8a20-73e732f2f966,QM5_12486,EURUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of a2b5f6e2-1e61-44a8-8a20-73e732f2f966 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
c21a27ff-e834-4a00-94ed-a3a180932c17,QM5_12866,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of c21a27ff-e834-4a00-94ed-a3a180932c17 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
2e87055c-b145-451a-9a89-cdda98f76f65,QM5_1287,AUDUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 2e87055c-b145-451a-9a89-cdda98f76f65 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
5c26a7fe-57ac-4292-a7b8-15d8a0451588,QM5_1287,NDX.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 5c26a7fe-57ac-4292-a7b8-15d8a0451588 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
b9cfe883-5d5a-432e-9f6e-40f002a7ac36,QM5_12981,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of b9cfe883-5d5a-432e-9f6e-40f002a7ac36 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
c786739a-478d-4bdb-aa59-4d8a1fb72f11,QM5_13061,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of c786739a-478d-4bdb-aa59-4d8a1fb72f11 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
ddadffd6-92e9-4d0c-99e2-0730fb954586,QM5_13116,XNGUSD.DWX,Q03,2017,2022,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of ddadffd6-92e9-4d0c-99e2-0730fb954586 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
798fb698-6c37-43b9-a23f-43967819826e,QM5_1910,GDAXI.DWX,Q03,2018,2022,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 798fb698-6c37-43b9-a23f-43967819826e --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
7afe03cc-712d-4809-8541-5461fb287c4f,QM5_20014,XNGUSD.DWX,Q03,2017,2022,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 7afe03cc-712d-4809-8541-5461fb287c4f --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
1aa0dc84-63e6-4237-a300-245d3ac16af4,QM5_20085,AUDUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 1aa0dc84-63e6-4237-a300-245d3ac16af4 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
66cad5cd-d6cf-4e9a-be5f-2246d3400236,QM5_20085,GBPUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 66cad5cd-d6cf-4e9a-be5f-2246d3400236 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
49935c6b-7822-4d23-81c8-eff823910d9c,QM5_20105,CADJPY.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 49935c6b-7822-4d23-81c8-eff823910d9c --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
e2dabe2a-54a6-41b4-b6a7-ef5ddc5e6394,QM5_20144,EURUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of e2dabe2a-54a6-41b4-b6a7-ef5ddc5e6394 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
c9dad40f-0730-42a4-a660-948d763482d8,QM5_20176,USDJPY.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of c9dad40f-0730-42a4-a660-948d763482d8 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
0a2e72a2-d906-4343-b073-742a5e0213d3,QM5_20192,QM5_20192_XAU_XAG_IVOL_D1,Q03,2018.07.02,2022.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 0a2e72a2-d906-4343-b073-742a5e0213d3 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
3e056bbe-5345-40b4-91c6-2815c95cea66,QM5_20204,XNGUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 3e056bbe-5345-40b4-91c6-2815c95cea66 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
bb744247-e424-44e2-8364-4beb48678cf7,QM5_20227,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of bb744247-e424-44e2-8364-4beb48678cf7 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
65c80cc5-271b-44dd-bda2-3e533e2e905b,QM5_20231,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 65c80cc5-271b-44dd-bda2-3e533e2e905b --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
dd897938-1476-4900-9347-baddf3723c0c,QM5_20273,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of dd897938-1476-4900-9347-baddf3723c0c --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
ab23177b-ccb6-45b8-98fc-f05a2731371d,QM5_20280,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of ab23177b-ccb6-45b8-98fc-f05a2731371d --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
b687ee5f-f5ee-4b3b-af8f-4b31bddb4a2b,QM5_20281,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of b687ee5f-f5ee-4b3b-af8f-4b31bddb4a2b --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
7be7dd45-3881-4c5c-9e2e-59786fca60a7,QM5_20295,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 7be7dd45-3881-4c5c-9e2e-59786fca60a7 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
22eb9bae-e796-4bc8-bd2f-42b85bb913bf,QM5_20297,XNGUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 22eb9bae-e796-4bc8-bd2f-42b85bb913bf --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
3ec1b968-d62c-431c-8cc7-a0ec8e1ed663,QM5_21527,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 3ec1b968-d62c-431c-8cc7-a0ec8e1ed663 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
9e8962b2-8c03-4a64-a39f-f1676249716c,QM5_41024,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 9e8962b2-8c03-4a64-a39f-f1676249716c --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
28504443-4cd4-4aea-a340-fccf4d148119,QM5_41028,XTIUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 28504443-4cd4-4aea-a340-fccf4d148119 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
0fb10d0b-ec7c-4128-b835-3b568613290f,QM5_9253,GDAXI.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 0fb10d0b-ec7c-4128-b835-3b568613290f --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
c99ad850-2737-42a7-8ace-10b891421515,QM5_9454,XAUUSD.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of c99ad850-2737-42a7-8ace-10b891421515 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
bc64f305-1a7a-4198-aeae-b474084ab94d,QM5_9574,GBPUSD.DWX,Q03,2017,2022,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of bc64f305-1a7a-4198-aeae-b474084ab94d --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
8de196e8-c547-4e7d-9090-783f917cfa8e,QM5_9574,USDCAD.DWX,Q03,2017,2022,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 8de196e8-c547-4e7d-9090-783f917cfa8e --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
06ba4eb3-f343-4ef6-a99d-414fceca6d39,QM5_9574,XTIUSD.DWX,Q03,2017,2022,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 06ba4eb3-f343-4ef6-a99d-414fceca6d39 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
ee1459b8-55ed-4d2c-a6e9-b2f6d41d2855,QM5_9907,NDX.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of ee1459b8-55ed-4d2c-a6e9-b2f6d41d2855 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
0cb2cb11-9637-46c0-9382-2753e62a0bab,QM5_9912,NDX.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 0cb2cb11-9637-46c0-9382-2753e62a0bab --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
6037af9d-de74-4532-8ca8-824aaab94264,QM5_9912,SP500.DWX,Q03,2024.01.01,2024.12.31,0,3.0,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 6037af9d-de74-4532-8ca8-824aaab94264 --phase Q03 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
8ceb9ea6-9566-4c60-a832-93ee1e8e39d1,QM5_10272,XAUUSD.DWX,Q05,2017,2022,0,11.1,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 8ceb9ea6-9566-4c60-a832-93ee1e8e39d1 --phase Q05 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
01968fe0-6486-45d0-acbf-66a71c805f82,QM5_10582,XAUUSD.DWX,Q05,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,0,11.1,LOW_DEFAULT_NO_QUEUE_JUMP,AUTOMATIC_AT_CLAIM,"python C:/QM/repo/tools/strategy_farm/farmctl.py enqueue-backtest --append-only-rerun-of 01968fe0-6486-45d0-acbf-66a71c805f82 --phase Q05 --rerun-reason ""P0 evidence regeneration, router task f8432ebf-7f91-422f-8fd6-628c2f86e46c, 2026-08-31 retention loss"""
