ea_id,source,source_sha256,clock_construct,window_inputs,clock_code_evidence,card_clock_evidence,alternate_spec_evidence,classification,reason,seasonal_shift_hours,pending_stop_class,outside_range_behavior,pending_code_evidence,pass_depth,pass_work_item,pass_evidence,q14_lineage,reference_q02_trades,reference_trade_evidence,trades_affected
QM5_10690,framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5,edec72adf05e5a605259b4d010d9846b4887a180b7b3aebc3bd1309ed7d4b7a3,raw broker/bar timestamp hour,input int    strategy_session_start_hour      = 13; | input int    strategy_session_end_hour        = 22;,"framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:118: TimeToStruct(TimeCurrent(), now); | framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:123: in_session = (now.hour >= strategy_session_start_hour && now.hour < strategy_session_end_hour); | framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:125: in_session = (now.hour >= strategy_session_start_hour || now.hour < strategy_session_end_hour); | framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:154: TimeToStruct(bar_time, bar_dt); | framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:325: TimeToStruct(TimeCurrent(), now); | framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:329: return (now.hour >= strategy_session_end_hour); | framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:330: return (now.hour >= strategy_session_end_hour && now.hour < strategy_session_start_hour); | framework/EAs/QM5_10690_tv-pdh-pdl-rev/QM5_10690_tv-pdh-pdl-rev.mq5:380: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,framework/EAs/QM5_10690_tv-pdh-pdl-rev/SPEC.md:29: | `strategy_session_start_hour` | 13 | 0-23 | Broker-time hour when the allowed entry session starts. | | framework/EAs/QM5_10690_tv-pdh-pdl-rev/SPEC.md:30: | `strategy_session_end_hour` | 22 | 0-23 | Broker-time hour when the allowed entry session ends and time exits trigger. |,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q02,60036502-5cea-430e-bfdc-2bc84918d8e1,D:\QM\reports\work_items\60036502-5cea-430e-bfdc-2bc84918d8e1\QM5_10690\20260615_092935\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10692,framework/EAs/QM5_10692_tv-ls-ms/QM5_10692_tv-ls-ms.mq5,0d80a22e776eb5dfb97892cc049c47e9ccc8e03b18efe6b603f8f0bcf37c657d,raw broker/bar timestamp hour,input bool   strategy_session_filter        = true; | input int    strategy_session_start_hour    = 7; | input int    strategy_session_end_hour      = 21;,"framework/EAs/QM5_10692_tv-ls-ms/QM5_10692_tv-ls-ms.mq5:110: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_10692_tv-ls-ms/QM5_10692_tv-ls-ms.mq5:117: in_session = (dt.hour >= start_h && dt.hour < end_h); | framework/EAs/QM5_10692_tv-ls-ms/QM5_10692_tv-ls-ms.mq5:119: in_session = (dt.hour >= start_h || dt.hour < end_h); | framework/EAs/QM5_10692_tv-ls-ms/QM5_10692_tv-ls-ms.mq5:401: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,framework/EAs/QM5_10692_tv-ls-ms/SPEC.md:32: | `strategy_session_start_hour` | 7 | 0-23 | Broker hour when the active session opens. | | framework/EAs/QM5_10692_tv-ls-ms/SPEC.md:33: | `strategy_session_end_hour` | 21 | 0-23 | Broker hour when the active session closes. |,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q10,10c85a72-ebea-451a-9b38-82b3c4f6aee7,D:\QM\reports\work_items\10c85a72-ebea-451a-9b38-82b3c4f6aee7\QM5_10692\Q10\NDX_DWX\aggregate.json,True,427,D:\QM\reports\work_items\2753db2c-8bd8-495e-a89d-c1efe18117c3\QM5_10692\20260813_111054\summary.json,UNKNOWN; counterfactual requires governed measurement
QM5_10694,framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5,f8e439164fab9d19b517577835198aa33bc0ef02ac46209b1fb580c4f99fe340,raw broker/bar timestamp hour,input int             strategy_session_start_min       = 600; | input int             strategy_session_end_min         = 660; | input bool            strategy_force_flat_session_end  = true;,"framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5:108: TimeToStruct(TimeCurrent(), now_dt); | framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5:112: const int minute_of_day = now_dt.hour * 60 + now_dt.min; | framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5:161: TimeToStruct(signal_time, signal_dt); | framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5:164: const int signal_minute = signal_dt.hour * 60 + signal_dt.min; | framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5:364: TimeToStruct(TimeCurrent(), now_dt); | framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5:365: const int minute_of_day = now_dt.hour * 60 + now_dt.min; | framework/EAs/QM5_10694_tv-ict-silver/QM5_10694_tv-ict-silver.mq5:422: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q02,7de670e0-36b2-42fa-bd35-6f012a0bf4a5,D:\QM\reports\work_items\7de670e0-36b2-42fa-bd35-6f012a0bf4a5\QM5_10694\20260727_184515\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10697,framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5,ed06fb1a32a7cfc7d1ef6d746aba32ef6becd2b0287c27e5f10807f13562e625,raw broker/bar timestamp hour,input int    strategy_session_start_hhmm  = 930; | input int    strategy_session_end_hhmm    = 1100;,"framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5:52: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5:53: const int hhmm = dt.hour * 100 + dt.min; | framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5:127: TimeToStruct(rates[0].time, signal_dt); | framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5:128: const int signal_hhmm = signal_dt.hour * 100 + signal_dt.min; | framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5:200: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5:201: const int hhmm = dt.hour * 100 + dt.min; | framework/EAs/QM5_10697_tv-sess-ls-ema/QM5_10697_tv-sess-ls-ema.mq5:271: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,framework/EAs/QM5_10697_tv-sess-ls-ema/SPEC.md:26: | `strategy_session_start_hhmm` | 930 | 0-2359 | Start of allowed signal session in broker-time HHMM. | | framework/EAs/QM5_10697_tv-sess-ls-ema/SPEC.md:27: | `strategy_session_end_hhmm` | 1100 | 0-2359 | End of allowed signal session in broker-time HHMM. |,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q03,a8ab3785-5284-4215-b3ae-fc5dcb17ac60,D:\QM\reports\work_items\a8ab3785-5284-4215-b3ae-fc5dcb17ac60\QM5_10697\20260709_193248\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10698,framework/EAs/QM5_10698_tv-liq-retest/QM5_10698_tv-liq-retest.mq5,b88b7e9ebc55db51f773c37bec8bb7883e1531ac4675cfc9bbbf371f143b3e50,raw broker/bar timestamp hour,input bool   strategy_session_enabled   = false; | input int    strategy_session_start_h   = 0; | input int    strategy_session_end_h     = 24; | input bool   strategy_session_flat      = false;,"framework/EAs/QM5_10698_tv-liq-retest/QM5_10698_tv-liq-retest.mq5:113: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_10698_tv-liq-retest/QM5_10698_tv-liq-retest.mq5:114: const int h = dt.hour; | framework/EAs/QM5_10698_tv-liq-retest/QM5_10698_tv-liq-retest.mq5:525: const datetime broker_now = TimeCurrent();",No unambiguous strategy clock line located in docs/strategy_card.md,framework/EAs/QM5_10698_tv-liq-retest/SPEC.md:42: | `strategy_session_enabled` | false | true/false | Optional broker-hour session gate. | | framework/EAs/QM5_10698_tv-liq-retest/SPEC.md:43: | `strategy_session_start_h` | 0 | 0-23 | Broker session start hour if session gate is enabled. | | framework/EAs/QM5_10698_tv-liq-retest/SPEC.md:44: | `strategy_session_end_h` | 24 | 0-24 | Broker session end hour if session gate is enabled. |,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q02,e1805472-39fe-4a4e-a802-dbbd70f3e3e6,D:\QM\reports\work_items\e1805472-39fe-4a4e-a802-dbbd70f3e3e6\QM5_10698\20260618_112442\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10701,framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5,59d3428398fdb7d2d94d7a618545aa96eada0f0cf698151be146c2e4f83abc41,raw broker/bar timestamp hour,input int    strategy_or_start_hhmm           = 1530; | input int    strategy_or_duration_minutes     = 15; | input int    strategy_max_entry_minutes       = 90; | input bool   strategy_session_close_enabled   = true; | input int    strategy_session_close_hhmm      = 2200;,"framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:107: TimeToStruct(t, dt); | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:108: return dt.hour * 60 + dt.min; | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:114: TimeToStruct(t, dt); | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:115: dt.hour = 0; | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:147: if(!HistorySelect(DayStart(TimeCurrent()), TimeCurrent())) | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:183: const datetime day_start = DayStart(TimeCurrent()); | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:242: const int now_min = TimeOfDayMinutes(TimeCurrent()); | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:375: return TimeOfDayMinutes(TimeCurrent()) >= close_min; | framework/EAs/QM5_10701_tv-or-ny-rr/QM5_10701_tv-or-ny-rr.mq5:425: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,"framework/EAs/QM5_10701_tv-or-ny-rr/SPEC.md:13: The EA builds an opening range from the configured broker-time cash-open minute and waits until that range is complete. On each closed bar after the range, it buys when the bar closes above the opening-range high and sells when the bar closes below the opening-range low. The initial stop is a fixed percent of entry price and the take profit is a fixed risk-reward multiple of that stop distance. It can stop opening new trades after a configured number of consecutive losing exits during the broker day, can stop accepting late entries after the opening-range window, and can force-close at the configured session close time. | framework/EAs/QM5_10701_tv-or-ny-rr/SPEC.md:21: | `strategy_or_start_hhmm` | 1530 | 0000-2359 | Broker-time start of the opening range; card source example is 15:30 Europe/Madrid for New York cash open. | | framework/EAs/QM5_10701_tv-or-ny-rr/SPEC.md:29: | `strategy_session_close_hhmm` | 2200 | 0000-2359 | Broker-time session close used for force-close. |",UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q04,9a6bd948-99f7-47c1-baac-e2be9962d08d,D:\QM\reports\work_items\9a6bd948-99f7-47c1-baac-e2be9962d08d\QM5_10701\Q04\XAUUSD.DWX\aggregate.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10702,framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5,e72747141a73ac3d24a404b4cd32042341160b96acee633ed58603e0a0d0a1bf,raw broker/bar timestamp hour,input int             strategy_session_start_h     = 0; | input int             strategy_session_end_h       = 8; | input int             strategy_session_scan_bars   = 240;,"framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5:110: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5:111: const int h = dt.hour; | framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5:176: TimeToStruct(bt, dt); | framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5:177: const int h = dt.hour; | framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5:392: TimeToStruct(bt, dt); | framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5:393: const int h = dt.hour; | framework/EAs/QM5_10702_tv-range-pivot/QM5_10702_tv-range-pivot.mq5:566: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,framework/EAs/QM5_10702_tv-range-pivot/SPEC.md:26: | `strategy_session_start_h` | 0 | 0-23 | Broker-hour start for session range mode. | | framework/EAs/QM5_10702_tv-range-pivot/SPEC.md:27: | `strategy_session_end_h` | 8 | 0-24 | Broker-hour end for session range mode. | | framework/EAs/QM5_10702_tv-range-pivot/SPEC.md:29: | `strategy_trade_start_h` | 0 | 0-23 | Optional broker-hour no-trade start filter; all-day by default with end 24. | | framework/EAs/QM5_10702_tv-range-pivot/SPEC.md:30: | `strategy_trade_end_h` | 24 | 0-24 | Optional broker-hour no-trade end filter; all-day by default. |,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q04,66a7fa42-4b30-4e74-a150-5c32b19113ca,D:\QM\reports\work_items\66a7fa42-4b30-4e74-a150-5c32b19113ca\QM5_10702\Q04\GDAXI.DWX\aggregate.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10703,framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5,3dc5bb94d0df82f2c5435442a60ca821a2e2ccec2d88c5608822c7e1fbe73ac7,UTC conversion; inspect helper use,input int    strategy_or_start_ny_hhmm      = 930; | input int    strategy_or_duration_minutes   = 15; | input int    strategy_trade_cutoff_ny_hhmm  = 1555; | input int    strategy_session_close_ny_hhmm = 1600; | input int    strategy_time_exit_bars        = 80;,"framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:103: const datetime utc_time = QM_BrokerToUTC(broker_time); | framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:121: TimeToStruct(Strategy_BrokerToNewYork(broker_time), ny); | framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:122: return ny.hour * 60 + ny.min; | framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:129: TimeToStruct(Strategy_BrokerToNewYork(broker_time), ny); | framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:332: const int now_min = Strategy_NYMinutes(TimeCurrent()); | framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:456: const int now_min = Strategy_NYMinutes(TimeCurrent()); | framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:476: if(open_time > 0 && TimeCurrent() - open_time >= strategy_time_exit_bars * period_seconds) | framework/EAs/QM5_10703_tv-neura-orb/QM5_10703_tv-neura-orb.mq5:531: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,framework/EAs/QM5_10703_tv-neura-orb/SPEC.md:23: | strategy_trade_cutoff_ny_hhmm | 1555 | 0000-2359 | Last New York time at which a fresh entry may be considered. | | framework/EAs/QM5_10703_tv-neura-orb/SPEC.md:24: | strategy_session_close_ny_hhmm | 1600 | 0000-2359 | New York time when open positions are flattened. |,UNSTATED-IN-CARD,No strategy clock declaration located,UNKNOWN,False,N-A,,Q03,74149ad9-5a78-4f82-a2b3-316dc024060e,D:\QM\reports\work_items\74149ad9-5a78-4f82-a2b3-316dc024060e\QM5_10703\20260621_204247\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10704,framework/EAs/QM5_10704_tv-bos-retest/QM5_10704_tv-bos-retest.mq5,96dc6a4527b994ebf8687a53231f90e4c5ebf462bec462a3777503fc631f786b,raw broker/bar timestamp hour,input bool   strategy_session_filter_enabled  = false; | input int    strategy_session_start_minute    = 420; | input int    strategy_session_end_minute      = 1320;,"framework/EAs/QM5_10704_tv-bos-retest/QM5_10704_tv-bos-retest.mq5:79: TimeToStruct(value, dt); | framework/EAs/QM5_10704_tv-bos-retest/QM5_10704_tv-bos-retest.mq5:80: return dt.hour * 60 + dt.min; | framework/EAs/QM5_10704_tv-bos-retest/QM5_10704_tv-bos-retest.mq5:321: const datetime broker_now = TimeCurrent(); | framework/EAs/QM5_10704_tv-bos-retest/QM5_10704_tv-bos-retest.mq5:328: TimeToStruct(broker_now, dt); | framework/EAs/QM5_10704_tv-bos-retest/QM5_10704_tv-bos-retest.mq5:592: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q04,d86d8de0-2968-44be-ac6e-e3673bf54257,D:\QM\reports\work_items\d86d8de0-2968-44be-ac6e-e3673bf54257\QM5_10704\Q04\GDAXI.DWX\aggregate.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10705,framework/EAs/QM5_10705_tv-liq-trap/QM5_10705_tv-liq-trap.mq5,bf868da4f7732be18162f3dd851622208ebbf75bfb962525bd0535d14f3fa965,raw broker/bar timestamp hour,input int    strategy_london_ny_start_minute = 780; | input int    strategy_london_ny_end_minute   = 1020; | input int    strategy_ny_start_minute        = 870; | input int    strategy_ny_end_minute          = 1260; | input int    strategy_skip_cash_open_minutes = 0; | input int    strategy_london_open_minute     = 480; | input int    strategy_ny_cash_open_minute    = 870;,"framework/EAs/QM5_10705_tv-liq-trap/QM5_10705_tv-liq-trap.mq5:110: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_10705_tv-liq-trap/QM5_10705_tv-liq-trap.mq5:111: const int minute = dt.hour * 60 + dt.min; | framework/EAs/QM5_10705_tv-liq-trap/QM5_10705_tv-liq-trap.mq5:209: TimeToStruct(trap_bar_time, trap_dt); | framework/EAs/QM5_10705_tv-liq-trap/QM5_10705_tv-liq-trap.mq5:339: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q03,c5f0ca5c-c860-4779-8545-c5591be75b4a,D:\QM\reports\work_items\c5f0ca5c-c860-4779-8545-c5591be75b4a\QM5_10705\20260619_073014\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10706,framework/EAs/QM5_10706_tv-mon-ls/QM5_10706_tv-mon-ls.mq5,909327914d7fd65301751c38421c5dec3cddf8e96864d45c26f4db7a1f8fe27c,raw broker/bar timestamp hour,input int    MondayBoxShiftHours        = 7;        // Logical day-boundary shift for the Monday box (source default 7h). | input int    FridayExitHourBroker       = 18;       // Friday NY open + 2h mapped with the source 7h broker shift. | input int    FridayExitMinuteBroker     = 30;,"framework/EAs/QM5_10706_tv-mon-ls/QM5_10706_tv-mon-ls.mq5:94: TimeToStruct(logical, dt); | framework/EAs/QM5_10706_tv-mon-ls/QM5_10706_tv-mon-ls.mq5:318: const long bars_open = (secs > 0) ? (long)((TimeCurrent() - g_be_opentime) / secs) : 0; | framework/EAs/QM5_10706_tv-mon-ls/QM5_10706_tv-mon-ls.mq5:343: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_10706_tv-mon-ls/QM5_10706_tv-mon-ls.mq5:347: const int now_hhmm = dt.hour * 100 + dt.min; | framework/EAs/QM5_10706_tv-mon-ls/QM5_10706_tv-mon-ls.mq5:410: const datetime broker_now = TimeCurrent();","framework/EAs/QM5_10706_tv-mon-ls/docs/strategy_card.md:36: - Define the Monday box with configurable broker hour shift; source default shift is 7 hours. | framework/EAs/QM5_10706_tv-mon-ls/docs/strategy_card.md:104: Weekly range-reversal system with low but acceptable cadence across a basket. Main risks are sparse single-symbol sample size, broker-time Monday-box alignment, and strong weekly continuation after Monday breakout.","framework/EAs/QM5_10706_tv-mon-ls/SPEC.md:26: force-closed on Friday at the strategy's broker-time mapping of NY open + 2h, | framework/EAs/QM5_10706_tv-mon-ls/SPEC.md:45: | `FridayExitHourBroker` | 18 | 0-23 | Broker hour for Friday NY-open-plus-two-hours strategy close. | | framework/EAs/QM5_10706_tv-mon-ls/SPEC.md:46: | `FridayExitMinuteBroker` | 30 | 0-59 | Broker minute for Friday NY-open-plus-two-hours strategy close. |",UNSTATED-IN-CARD,Card mentions a clock but does not establish an unambiguous clock contract for the implemented window,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q12,dfca24fa-28df-5f5e-818f-8dcf53611822,D:\QM\reports\work_items\dfca24fa-28df-5f5e-818f-8dcf53611822\QM5_10706\20260826_102346\summary.json,True,151,D:\QM\reports\work_items\bb234ab2-499b-4cfe-8de1-d2ef52be6a27\QM5_10706\20260821_174117\summary.json,UNKNOWN; counterfactual requires governed measurement
QM5_10707,framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5,1d3eddfafbc5d51d39c5f2ac9879dff4fda85c2e6755cef2f50f9fe0aa673d04,raw broker/bar timestamp hour,input int    strategy_asian_start_hour  = 0; | input int    strategy_asian_end_hour    = 6;,"framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:100: TimeToStruct(t, dt); | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:101: return dt.hour * 100 + dt.min; | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:107: TimeToStruct(t, dt); | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:108: return dt.hour * 60 + dt.min; | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:150: TimeToStruct(t, dt); | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:152: datetime midnight = t - (dt.hour * 3600 + dt.min * 60 + dt.sec); | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:155: const int m = dt.hour * 60 + dt.min; | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:159: TimeToStruct(midnight, dt); | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:397: return Strategy_InAsianSession(TimeCurrent()); | framework/EAs/QM5_10707_tv-asian-reclaim/QM5_10707_tv-asian-reclaim.mq5:447: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,framework/EAs/QM5_10707_tv-asian-reclaim/SPEC.md:21: | strategy_asian_start_hour | 0 | 0-23 | Broker-time hour when Asian range collection starts. | | framework/EAs/QM5_10707_tv-asian-reclaim/SPEC.md:22: | strategy_asian_start_min | 0 | 0-59 | Broker-time minute when Asian range collection starts. | | framework/EAs/QM5_10707_tv-asian-reclaim/SPEC.md:23: | strategy_asian_end_hour | 6 | 0-23 | Broker-time hour when Asian range collection ends. | | framework/EAs/QM5_10707_tv-asian-reclaim/SPEC.md:24: | strategy_asian_end_min | 0 | 0-59 | Broker-time minute when Asian range collection ends. |,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q02,d1ca0783-d8f1-41ed-8500-9eda338d62b7,D:\QM\reports\work_items\d1ca0783-d8f1-41ed-8500-9eda338d62b7\QM5_10707\20260614_192432\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_10708,framework/EAs/QM5_10708_tv-crypto-ils/QM5_10708_tv-crypto-ils.mq5,3a46e8a044adc015f947609445bf072d6f48a11a0fc51b1fa2b7e261ca6394fb,raw broker/bar timestamp hour,input int    strategy_time_stop_bars         = 48;,framework/EAs/QM5_10708_tv-crypto-ils/QM5_10708_tv-crypto-ils.mq5:313: const datetime now = TimeCurrent(); | framework/EAs/QM5_10708_tv-crypto-ils/QM5_10708_tv-crypto-ils.mq5:378: const datetime broker_now = TimeCurrent();,No unambiguous strategy clock line located in docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q02,6936a979-6cf5-41b3-8679-b018c34d6fe1,D:\QM\reports\work_items\6936a979-6cf5-41b3-8679-b018c34d6fe1\QM5_10708\20260724_033119\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
