"task_id","source_state","result_state","priority","task_type","ea_id","category","blocker_real","action_taken","title","evidence","recommendation","supporting_artifact"
"833549b3-8182-440d-86d4-f99beef02429","BLOCKED","BLOCKED","50","build_ea","QM5_20088","echt_gated","yes","state retained","carney-crab-pattern-h4-r1-recovery","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","C:/QM/worktrees/codex-orchestration-1/artifacts/strategy_farm/build_preflight/833549b3-8182-440d-86d4-f99beef02429.json"
"87284092-4d40-4519-8b1f-3361a4f0c1d7","BLOCKED","BLOCKED","50","build_ea","QM5_13211","echt_gated","yes","state retained","mulham-tgif-weekly-fade","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/87284092-4d40-4519-8b1f-3361a4f0c1d7.json"
"957ab7d7-3772-4c3a-bf77-213beedf7dab","BLOCKED","BLOCKED","50","build_ea","QM5_20077","echt_gated","yes","state retained","atr-channel-trail-breakout-h1","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","D:\QM\strategy_farm\artifacts\builds\QM5_20077_atr-channel-trail-breakout-h1_957ab7d7-3772-4c3a-bf77-213beedf7dab.json"
"99b59c8d-4d24-4f4a-9b04-33478597a425","BLOCKED","BLOCKED","50","build_ea","QM5_13208","echt_gated","yes","state retained","mulham-4h-sweep-fvg","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","D:\QM\strategy_farm\artifacts\builds\QM5_13208_mulham-4h-sweep-fvg_99b59c8d-4d24-4f4a-9b04-33478597a425.json"
"a7780ec7-5c40-4e85-a47d-718d84d7f9e8","FAILED","FAILED","50","build_ea","QM5_30006","tot","no","kept FAILED-final","adx-ma-trend-grid-dark-kronos","Live approved cards still define multi-layer grid/basket mechanics (QM5_30005 static 15-pip grid; QM5_30006 linear grid). That directly violates the active Edge Lab no-grid/no-martingale charter, so registry repair or compilation cannot unblock these tasks. (active_magic_rows=4; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","D:\QM\strategy_farm\artifacts\builds\a7780ec7-5c40-4e85-a47d-718d84d7f9e8.json"
"c7f0b860-b2e7-4d2e-bcfd-129471a8deea","BLOCKED","BLOCKED","50","build_ea","QM5_20089","echt_gated","yes","state retained","hopwood-ts4-standalone-h4-r1-recovery","Live files still reproduce the review blocker: registry is pending or required SPEC/set/build evidence is absent, and no post-block gate row exists. (active_magic_rows=8; ex5_files=1; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Repair the exact review findings, complete governed registry activation where pending, add SPEC and fixed-risk setfiles, run strict build_check with -EALabel and compile, then submit a new Codex review artifact. Do not advance on the existing binary.","C:/QM/worktrees/codex-orchestration-1/artifacts/strategy_farm/build_preflight/c7f0b860-b2e7-4d2e-bcfd-129471a8deea.json"
"d7d089c4-eb09-4f37-82cb-8cf18c3ad666","BLOCKED","BLOCKED","50","build_ea","QM5_20079","echt_gated","yes","state retained","pip-boxer-bounded-grid-h1","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","C:\QM\worktrees\codex-orchestration-1\artifacts\strategy_farm\build_preflight\d7d089c4-eb09-4f37-82cb-8cf18c3ad666.json"
"d8df7447-1565-47af-859d-b48e881cc557","BLOCKED","BLOCKED","50","build_ea","QM5_20087","echt_gated","yes","state retained","carney-three-drives-h4-r1-recovery","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","C:/QM/worktrees/codex-orchestration-1/artifacts/strategy_farm/build_preflight/d8df7447-1565-47af-859d-b48e881cc557.json"
"e388ce49-0a11-4308-b982-b5073ba2750d","BLOCKED","BLOCKED","50","build_ea","QM5_11213","OWNER_noetig","yes","state retained","ft-cofibit","Each identity has both approved- and rejected-pool card material and an EA directory with no MQ5 source. Active magic rows now exist, so the old magic blocker dissolved, but card authority and the missing implementation remain live. (active_magic_rows=4; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Resolve the approved/rejected card conflict with a dated G0 disposition. If APPROVED remains authoritative, hand the exact card to Development for a complete Q01 build and Codex review; otherwise retire the build task. Do not fabricate source from the directory name.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/e388ce49-0a11-4308-b982-b5073ba2750d.json"
"e561d846-23ed-4265-9f18-4a5cf4acd450","BLOCKED","BLOCKED","50","build_ea","QM5_12351","OWNER_noetig","yes","state retained","alp-ema12-26","Each identity has both approved- and rejected-pool card material and an EA directory with no MQ5 source. Active magic rows now exist, so the old magic blocker dissolved, but card authority and the missing implementation remain live. (active_magic_rows=7; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Resolve the approved/rejected card conflict with a dated G0 disposition. If APPROVED remains authoritative, hand the exact card to Development for a complete Q01 build and Codex review; otherwise retire the build task. Do not fabricate source from the directory name.","D:\QM\strategy_farm\artifacts\builds\QM5_12351_alp-ema12-26_e561d846-23ed-4265-9f18-4a5cf4acd450.json"
"f3254781-8a6f-4d7b-bf99-8183ca5c892a","BLOCKED","TODO","50","build_ea","QM5_12946","entblockbar","no","BLOCKED -> TODO","mql5-macd-obv-div-card","Live recheck: active magic rows increased from 0 to 3; allocator task 09766d8d is APPROVED. SPEC and three setfiles exist; governed build remains to be completed.","Proceed from TODO through the existing governed build/review path; do not bypass compile or registry gates.","C:/QM/repo/docs/ops/evidence/2026-08-22_codex_nonready_task_triage.md"
"17a30608-21c2-4df5-a77e-50c55b3b8216","BLOCKED","BLOCKED","51","review_ea","QM5_20088","echt_gated","yes","state retained","QM5_20088 review_ea","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\17a30608-21c2-4df5-a77e-50c55b3b8216.json"
"23a6f9a0-0044-428d-af46-4774e028f60d","BLOCKED","BLOCKED","51","review_ea","QM5_12352","echt_gated","yes","state retained","QM5_12352 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: 0-trade smoke and blocked build result; card/registry symbol mismatch; Gemini build remains REVIEW."". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/23a6f9a0-0044-428d-af46-4774e028f60d.json"
"264d7351-b93f-4505-b3d7-7fd71f2ecf52","BLOCKED","BLOCKED","51","review_ea","QM5_20087","echt_gated","yes","state retained","QM5_20087 review_ea","Live state has an approved card and MQ5 source but no active magic rows, no EX5, no SPEC, no backtest setfiles, and no work items. The prior fabricated-build blocker therefore remains real, although source now exists. (active_magic_rows=0; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Confirm the approved card is authoritative, allocate exact card symbols with the governed allocator, regenerate and verify the resolver, then assign Development a complete Q01 compile/setfile/SPEC/build-check pass followed by Codex review. Run the already-gated filter before any enqueue.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\264d7351-b93f-4505-b3d7-7fd71f2ecf52.json"
"4309d167-c420-4a7a-b440-480080ccf03e","FAILED","FAILED","51","review_ea","QM5_34007","tot","no","kept FAILED-final","QM5_34007 review_ea","The card still requires 10-second/5-second FX mechanics that the governed tester cannot represent and lacks the required commission evidence. Current pending Q02 rows are not interrupted and do not supply a contrary verdict; the build/review task disposition is terminal on R3/charter feasibility. (active_magic_rows=2; ex5_files=1; setfiles=2; spec_files=1; work_items_open=2; work_items_total=2)","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","docs/ops/evidence/2026-08-17_point_1_11_e3_enforced_19_rows_held_9_reviews_closed.md"
"47666b69-24c3-48f1-a660-e74c7396c467","BLOCKED","FAILED","51","review_ea","QM5_20071","tot","no","BLOCKED -> FAILED-final","QM5_20071 review_ea","FINAL_TERMINAL 2026-08-22: QM5_20071 is canonically retired; the failed review cannot be repaired or enqueued without a new OWNER disposition.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\47666b69-24c3-48f1-a660-e74c7396c467.json"
"5621852c-fd19-429e-8286-ef4e8254d35e","BLOCKED","BLOCKED","51","review_ea","QM5_2076","echt_gated","yes","state retained","QM5_2076 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: fresh strict build contradicts artifact; stale exit wiring; Edge Lab DD breach"". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/5621852c-fd19-429e-8286-ef4e8254d35e.json"
"58a5a113-b015-41d3-9a60-841815b52a90","BLOCKED","BLOCKED","51","review_ea","QM5_11532","echt_gated","yes","state retained","QM5_11532 review_ea","Live files still reproduce the review blocker: registry is pending or required SPEC/set/build evidence is absent, and no post-block gate row exists. (active_magic_rows=2; ex5_files=1; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Repair the exact review findings, complete governed registry activation where pending, add SPEC and fixed-risk setfiles, run strict build_check with -EALabel and compile, then submit a new Codex review artifact. Do not advance on the existing binary.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\58a5a113-b015-41d3-9a60-841815b52a90.json"
"6ec40513-d44b-4b71-babc-91c725bce7fb","BLOCKED","BLOCKED","51","review_ea","QM5_1627","echt_gated","yes","state retained","QM5_1627 review_ea","The recovered approved card is live, but the reviewed implementation remains incomplete: current evidence lacks the required registry/spec/build closure or retains the exact mechanical defects recorded by review. No post-block gate result exists. (active_magic_rows=4; ex5_files=1; setfiles=4; spec_files=0; work_items_open=0; work_items_total=0)","Resolve card-pool authority with Strategy Governance, repair the reviewed mechanics, create the missing registry/SPEC/build evidence, compile through the guarded path, and return a fresh Codex review artifact before any pipeline enqueue.","C:/QM/repo/docs/ops/evidence/2026-08-10_qm5_1627_codex_gemini_review.json"
"703ad829-d436-4815-ae26-da1bde4f04de","BLOCKED","BLOCKED","51","review_ea","QM5_2245","echt_gated","yes","state retained","QM5_2245 review_ea","The recovered approved card is live, but the reviewed implementation remains incomplete: current evidence lacks the required registry/spec/build closure or retains the exact mechanical defects recorded by review. No post-block gate result exists. (active_magic_rows=8; ex5_files=1; setfiles=8; spec_files=0; work_items_open=0; work_items_total=0)","Resolve card-pool authority with Strategy Governance, repair the reviewed mechanics, create the missing registry/SPEC/build evidence, compile through the guarded path, and return a fresh Codex review artifact before any pipeline enqueue.","C:/QM/repo/docs/ops/evidence/2026-08-11_codex_review_703ad829_QM5_2245.json"
"7a9aa79c-3538-419c-a02a-7670d5ed603a","BLOCKED","BLOCKED","51","review_ea","QM5_35007","OWNER_noetig","yes","state retained","QM5_35007 review_ea","The current approved card still contains the mechanical contradiction or undefined core rule identified by review. Existing pending/running work is not interrupted, and pre-block PASS/FAIL rows do not repair card authority. (active_magic_rows=3; ex5_files=1; setfiles=3; spec_files=1; work_items_open=0; work_items_total=6)","Issue a corrected, closed-form card or a terminal rejection; if corrected, require Development to rebuild and Codex to re-review before any downstream evidence can be relied upon. Do not promote the current build, and do not interrupt active backtests.","C:/QM/repo/docs/ops/evidence/7a9aa79c_qm5_35007_gemini_build_codex_review_2026-08-18.md"
"7ac78733-f755-445e-a36c-1e21f7d6b600","BLOCKED","BLOCKED","51","review_ea","QM5_11898","echt_gated","yes","state retained","QM5_11898 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: 96-bar timeout implemented as wall-clock seconds and canonical build_result missing; Gemini build remains REVIEW."". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/7ac78733-f755-445e-a36c-1e21f7d6b600.json"
"96a5d231-a73f-4461-adbd-788d56066bec","BLOCKED","BLOCKED","51","review_ea","QM5_11531","echt_gated","yes","state retained","QM5_11531 review_ea","Live files still reproduce the review blocker: registry is pending or required SPEC/set/build evidence is absent, and no post-block gate row exists. (active_magic_rows=1; ex5_files=1; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Repair the exact review findings, complete governed registry activation where pending, add SPEC and fixed-risk setfiles, run strict build_check with -EALabel and compile, then submit a new Codex review artifact. Do not advance on the existing binary.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\96a5d231-a73f-4461-adbd-788d56066bec.json"
"982fe1f3-c9e2-430b-a080-093f59a5b012","BLOCKED","BLOCKED","51","review_ea","QM5_9354","echt_gated","yes","state retained","QM5_9354 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: canonical build_check 31 failures; pre-open state mutation"". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","C:/QM/repo/docs/ops/evidence/2026-08-11_codex_review_982fe1f3_QM5_9354.json"
