ea_id,slug,registry_created_at,registry_owner,evidence_class,action,magic_rows,reason
QM5_10085,mql5-harami-rsi,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10086,mql5-meet-rsi,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10101,mql5-bfs-bias,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10102,gh-news-trader,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10103,gh-amazing-news,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10104,gh-jimtin-rsi,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10105,gh-golden-atr,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10106,gh-mw-trend,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10119,mad-ratio,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10120,psar-sma-trail,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10121,don100-trail,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10124,donchian-100,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10136,tv-concordance-allocation,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10137,tv-aureate-architecture,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10138,tv-ema-stack-single,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10139,tv-gap-or-break,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10149,tii-sig-mom,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10152,tv-nq-supertrend-macd,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10153,tv-mnq-orb15-confirm,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10154,tv-rsi-exhaust-trail,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10155,tv-smc-orb-choch,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10156,tv-candle-close-pattern,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10157,tv-nyrange-close-break,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10159,tv-vwap-sma-cross,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10160,tv-es-ema13-vwap-vol,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10164,tv-hilo-atr-break,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10173,tv-range-atr-break,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1018,williams-pro-go,2026-05-09,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1019,williams-pinch-paunch,2026-05-09,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10190,tv-vsa-absorb,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1020,williams-vol-bo,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1021,lien-dbb-pick-tops,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1022,lien-dbb-trend-join,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10235,tv-candle-brk,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10236,tv-macd-ema18,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10237,tv-ma-wt-shift,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10238,tv-rsi-stoch-hh,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10239,tv-smi-macd,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1024,chan-at-kf-pair,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10243,tv-bb-kc-vol,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10244,tv-vwap-band-x,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10245,tv-ema34-be,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10246,tv-wilder-atr-stop,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10247,tv-ma-ds-zones,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1025,chan-at-buy-on-gap-src05,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10256,tv-ema20-50-tp,2026-05-19,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1026,chan-at-fx-coint-pair,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10261,tv-adx-plusdi,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10262,tv-atr-hh-trail,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10263,tv-rsi-tpsl,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10264,tv-orb-multisess,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1027,chan-at-cal-spread,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10274,ltz-boll-mr,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10275,vemuri-rwb,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1028,chan-at-ts-mom-fut,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10283,jstm-rsi-hs,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10284,kernc-mtf-rsi,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10285,kernc-sma-x,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1029,chan-at-fstx-gap-mom-src05,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1030,singh-rapid-fire,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10306,narang-carry,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1031,singh-piranha,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10312,obi-thin-taker,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10313,market-intraday-momentum,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10315,fx-local-session-drift,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10317,interday-last-halfhour-momentum,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1032,singh-fade-break,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1033,singh-trade-break,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1034,singh-trend-rider,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10341,fx-gap-trend-rev,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10342,tr8dr-hawkes-bsi,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1035,singh-trend-bouncer,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1036,singh-fifth-element,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1037,singh-power-ranger,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1038,singh-pendulum,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1039,singh-swap-fly,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10400,et-sp-vixdiv,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1041,singh-guppy-burst,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1042,singh-eng-bk-tea,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_1043,singh-gd-morn-asia,2026-05-13,Development,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_10446,mql5-macd-sr,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10448,mql5-price-nbar,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10449,mql5-3inside,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10450,mql5-pinbar,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10453,mql5-icho-cci,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10455,mql5-qtrend,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10456,mql5-donchian,2026-05-21,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_10533,mql5-rsi-stoma,2026-05-22,Research,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
