id,ea,symbol,phase,verdict,verdict_taxonomy,verdict_reason,class,subclass,journal_deals,logger_entries,shell_runs,complete_runs,n_runs,summary_all_zero,max_trades,highest_contiguous_valid_gate,cohort_pre0803,q11_contiguous,moot,newest_newer_id,newest_newer_phase,newest_newer_verdict,note
21fff718-d793-4066-88f8-792721885f64,QM5_11888,GBPUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,6,,False,False,False,,,,"EA traded 6 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
27054c21-40ce-5f79-a0ec-21109ff6cfba,QM5_12382,XAGUSD.DWX,Q02,INVALID,infra,OWNER_APPROVED_DETERMINISTIC_NO_SUMMARY_INVALID,OTHER,EMPTY_RUN_NO_MODELING,0,0,0,0,3,True,0,,False,False,False,,,,"all 3 report(s) Bars=0 (no tick modeling); deposit=0 -> dead/empty run, not a backtest zero (outside harness shell-race, which needs Bars>0). reason=OWNER_APPROVED_DETERMINISTIC_NO_SUMMARY_INVALID"
cf97df69-9ec8-5161-bb21-8ba2f3cfdd43,QM5_12435,XAUUSD.DWX,Q02,INVALID,invalid,OWNER_APPROVED_Q02_DEAD16_INVALID,OTHER,EMPTY_RUN_NO_MODELING,0,0,0,0,1,True,0,,False,False,False,,,,"all 1 report(s) Bars=0 (no tick modeling); deposit=0 -> dead/empty run, not a backtest zero (outside harness shell-race, which needs Bars>0). reason=OWNER_APPROVED_Q02_DEAD16_INVALID"
e4860ed0-26eb-550b-b770-83e2c77e98f3,QM5_12436,XAUUSD.DWX,Q02,INVALID,invalid,OWNER_APPROVED_Q02_DEAD16_INVALID,OTHER,EMPTY_RUN_NO_MODELING,0,0,0,0,1,True,0,,False,False,False,,,,"all 1 report(s) Bars=0 (no tick modeling); deposit=0 -> dead/empty run, not a backtest zero (outside harness shell-race, which needs Bars>0). reason=OWNER_APPROVED_Q02_DEAD16_INVALID"
e9c72053-1fe6-4f66-a1df-112e465112eb,QM5_12927,EURUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
4ca78f4c-aa75-4468-9877-6423a0e45ef3,QM5_12927,GBPUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,3,,False,False,False,,,,"EA traded 3 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
8bfa23af-258f-4ac4-949b-59f8ad84a3fe,QM5_12927,GDAXI.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
9daacf30-554b-46c2-a061-a017f52d7480,QM5_12927,NDX.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
d7cfeef6-5be3-4efa-a783-556b6c141b33,QM5_12927,NZDUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,3,,False,False,False,,,,"EA traded 3 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
7d6a3b17-acae-44ac-8337-be617a20ebdc,QM5_12927,SP500.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,1,,False,False,False,,,,"EA traded 1 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
4af48f6e-c901-4fa8-8809-11120fb0d771,QM5_12927,USDCAD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,3,,False,False,False,,,,"EA traded 3 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
ed6c0537-ceb6-47dd-9aa8-14eb0cd51248,QM5_12927,USDCHF.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
f8afd14d-0bce-47e3-b98b-497050571a8f,QM5_12927,USDJPY.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
8a9bda06-d225-4198-a1df-4f7f863819a9,QM5_12927,WS30.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,3,,False,False,False,,,,"EA traded 3 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
b43d90a1-10a8-4634-98f6-1d3fdd03d965,QM5_12927,XAUUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,1,,False,False,False,,,,"EA traded 1 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
1ee15e81-0e74-46b1-9729-d2889fb6d255,QM5_12938,AUDUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
4522a3ef-f417-49fe-9cd7-b9665531f723,QM5_12938,EURUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
7c470ab5-7fed-4898-a4db-514703cbe183,QM5_12938,NDX.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
fa56895f-c874-42f2-a543-3fa5133cd58a,QM5_12938,NZDUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
0b6415f0-3d0e-490e-ae7f-3d0cbf87b3a7,QM5_12938,USDCAD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
4de1ac70-6cf4-4f50-91ed-40171ca7ba95,QM5_12938,USDCHF.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
53886324-7407-44d9-886d-b5a0461032f9,QM5_12938,XAUUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
964d164d-b3ec-47ce-ba62-4b407fdc3009,QM5_13205,QM5_13205_XAU_XAG_QC_D1,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
a420aaf0-4188-4bde-9c08-aee289fac456,QM5_1354,GDAXI.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,18,,False,False,False,,,,"EA traded 18 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
532ea486-f04b-4933-a6c0-cd1d8be535be,QM5_1354,WS30.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,5,,False,False,False,,,,"EA traded 5 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
94c38461-47dd-4d30-9595-98f02f5da2f5,QM5_1355,GDAXI.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,17,,False,False,False,,,,"EA traded 17 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
18035f51-0ee2-4059-9ad9-2ad3b407e89b,QM5_1355,WS30.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,18,,False,False,False,,,,"EA traded 18 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
32bc1b80-6e6b-4140-a253-a11d02dbe540,QM5_1537,SP500.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,OTHER,SHELL_UNVERIFIABLE,0,0,1,0,3,True,0,,False,False,False,,,,shell report(s) 1/3 (deposit=0/symbols=0/bars>0) + 2 empty(bars=0) run(s) but NO journal AND no run-complete logger -> trade occurrence unverifiable (confirming evidence purged)
7b4477d8-b4e3-525e-a248-e00d6c5e06e3,QM5_1626,NDX.DWX,Q02,INVALID,invalid,OWNER_APPROVED_Q02_DEAD16_INVALID,OTHER,EMPTY_RUN_NO_MODELING,0,0,0,0,1,True,0,,False,False,False,,,,"all 1 report(s) Bars=0 (no tick modeling); deposit=0 -> dead/empty run, not a backtest zero (outside harness shell-race, which needs Bars>0). reason=OWNER_APPROVED_Q02_DEAD16_INVALID"
0c26bb5c-866e-51e9-bdfe-5d9b9a282d57,QM5_1626,XAUUSD.DWX,Q02,INVALID,invalid,OWNER_APPROVED_Q02_DEAD16_INVALID,OTHER,EMPTY_RUN_NO_MODELING,0,0,0,0,1,True,0,,False,False,False,,,,"all 1 report(s) Bars=0 (no tick modeling); deposit=0 -> dead/empty run, not a backtest zero (outside harness shell-race, which needs Bars>0). reason=OWNER_APPROVED_Q02_DEAD16_INVALID"
e043d28f-8b70-5116-b7a4-5cab2f1cfeea,QM5_20073,XAUUSD.DWX,Q02,INVALID,invalid,OWNER_APPROVED_Q02_DEAD16_INVALID,OTHER,EMPTY_RUN_NO_MODELING,0,0,0,0,1,True,0,,False,False,False,,,,"all 1 report(s) Bars=0 (no tick modeling); deposit=0 -> dead/empty run, not a backtest zero (outside harness shell-race, which needs Bars>0). reason=OWNER_APPROVED_Q02_DEAD16_INVALID"
af79d508-0959-4a93-bd2d-f3178a68f633,QM5_20177,USDJPY.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
b65eb03a-208c-4a90-bd78-3d4a3cc55f4e,QM5_20262,XNGUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,19,,False,False,False,,,,"EA traded 19 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
257d153d-a880-4431-8661-e4d736676ecb,QM5_20292,QM5_20292_FX_CARRY_UNWIND_D1,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,1,0,1,True,0,,False,False,False,,,,"logger shows full run, 0 ENTRY/TM_OPEN; shell_runs=1/1"
312cc20b-9861-4055-8f2f-f448f0fed8c3,QM5_21508,EURUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,10,,False,False,False,,,,"EA traded 10 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
dd4bf819-bc70-437b-9d6e-a64a4ca7279a,QM5_21510,SP500.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
6353edf7-625d-412e-b928-51ebe6715e7e,QM5_21523,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
427f21c5-ac7f-4948-9f38-f5df4e8bb63f,QM5_21526,QM5_21526_XAU_XAG_CADF_D1,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
852ad605-3193-4786-ada1-17d80e713657,QM5_30008,EURUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,18,,False,False,False,,,,"EA traded 18 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
cf5e2cef-c5e7-4b40-b79f-cec3b2da9af2,QM5_30008,USDCHF.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,14,,False,False,False,,,,"EA traded 14 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
d9fe6bf4-902c-4f2c-ab26-8c835fcae774,QM5_31004,XAUUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,12,,False,False,False,,,,"EA traded 12 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
fd7af457-ef72-4467-802a-5279f800505d,QM5_31005,GBPJPY.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,5,,False,False,False,,,,"EA traded 5 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
4f69f910-ebe4-45d1-8ae9-78090c362d28,QM5_31005,USDJPY.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,8,,False,False,False,,,,"EA traded 8 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
c7935612-f7fa-43ab-946e-bbf892f79d33,QM5_31006,AUDUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,9,,False,False,False,,,,"EA traded 9 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
737ff0fb-0728-4141-aeb3-297ef3352e60,QM5_31006,EURCHF.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,1,,False,False,False,,,,"EA traded 1 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
431f1d2c-3911-4b47-a3d7-f90b717dac5a,QM5_31007,EURUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,7,,False,False,False,,,,"EA traded 7 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
54aea8ef-3a61-4eb7-a0db-f176a408e7cc,QM5_32008,QM5_32008_EUR_TRIPLET_STATARB_M15,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,23,,False,False,False,,,,"EA traded 23 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
cdebbcc9-aab1-4095-8003-70fafc3cbb79,QM5_35008,EURCHF.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,3,,False,False,False,,,,"EA traded 3 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
980e24c5-5ab3-46cf-8f14-2d6f7f22d7bb,QM5_35008,EURUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
e758b313-fe07-49a6-9d21-6c58e5ea97be,QM5_35008,USDCAD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
3eeb04fa-dc44-4895-89e5-f26f07c929ce,QM5_36005,AUDNZD.DWX,Q02,FAIL,strategy,MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,22,,False,False,False,,,,"EA traded 22 (max across 1 run(s)); complete report; below min_trades=10 -> genuine economic FAIL, not a zero"
