currency,event,month,reason,affected_symbol_examples,pre30_post30_potential_underblock_minutes_upper_bound,followup
EUR,ECB President Draghi Speech,2019-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Economic Forecasts,2019-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2019-03,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2019-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2019-04,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2019-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Economic Forecasts,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2019-06,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Economic Forecasts,2019-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2019-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2019-07,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2019-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2019-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2019-09,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2019-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2019-10,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Draghi Speech,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Economic Forecasts,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2019-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2019-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2019-12,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2019-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2019-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2019-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2019-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2020-01,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2020-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Economic Forecasts,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2020-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2020-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2020-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2020-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2020-03,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
